Symbol,Company,Weight
CDNS,Cadence Design Systems Inc.,0.113363
MCK,McKesson Corporation,0.112916
HLT,Hilton Worldwide Holdings Inc,0.111912
EXC,Exelon Corporation,0.111008
BK,Bank of New York Mellon Corporation,0.109815
HPQ,HP Inc.,0.109566
GIS,General Mills Inc.,0.109253
GPN,Global Payments Inc.,0.109036
MCHP,Microchip Technology Incorporated,0.108893
DD,DuPont de Nemours Inc.,0.108694
DXCM,DexCom Inc.,0.108669
A,Agilent Technologies Inc.,0.106901
CARR,Carrier Global Corp.,0.106638
DLR,Digital Realty Trust Inc.,0.104298
AZO,AutoZone Inc.,0.10371
ALGN,Align Technology Inc.,0.10283
PH,Parker-Hannifin Corporation,0.102592
O,Realty Income Corporation,0.102431
PAYX,Paychex Inc.,0.101914
MSI,Motorola Solutions Inc.,0.101156
CTVA,Corteva Inc,0.101037
AFL,Aflac Incorporated,0.100764
PSX,Phillips 66,0.100482
WMB,Williams Companies Inc.,0.100053
APTV,Aptiv PLC,0.099809
EA,Electronic Arts Inc.,0.099759
TT,Trane Technologies plc,0.098744
YUM,Yum! Brands Inc.,0.098657
WELL,Welltower Inc.,0.098325
STZ,Constellation Brands Inc. Class A,0.097227
DFS,Discover Financial Services,0.09632
EBAY,eBay Inc.,0.096318
XEL,Xcel Energy Inc.,0.095947
ALL,Allstate Corporation,0.095357
NUE,Nucor Corporation,0.095142
IFF,International Flavors Fragrances Inc.,0.0951
RMD,ResMed Inc.,0.095076
OXY,Occidental Petroleum Corporation,0.0949
VLO,Valero Energy Corporation,0.094221
SIVB,SVB Financial Group,0.094116
TDG,TransDigm Group Incorporated,0.093428
DVN,Devon Energy Corporation,0.091292
SBAC,SBA Communications Corp. Class A,0.091052
AVB,AvalonBay Communities Inc.,0.09072
AMP,Ameriprise Financial Inc.,0.090063
CTAS,Cintas Corporation,0.089895
OTIS,Otis Worldwide Corporation,0.089861
PPG,PPG Industries Inc.,0.089831
MTD,Mettler-Toledo International Inc.,0.089673
WBA,Walgreens Boots Alliance Inc,0.089326
KMI,Kinder Morgan Inc Class P,0.089314
TROW,T. Rowe Price Group,0.089082
ROST,Ross Stores Inc.,0.089008
MTCH,Match Group Inc.,0.088118
PCAR,PACCAR Inc,0.087754
AJG,Arthur J. Gallagher Co.,0.087652
FITB,Fifth Third Bancorp,0.08689
PEG,Public Service Enterprise Group Inc,0.086615
CBRE,CBRE Group Inc. Class A,0.08661
STT,State Street Corporation,0.085915
GLW,Corning Inc,0.085589
ROK,Rockwell Automation Inc.,0.084864
DLTR,Dollar Tree Inc.,0.084309
KR,Kroger Co.,0.083071
BIIB,Biogen Inc.,0.082863
MNST,Monster Beverage Corporation,0.08225
FRC,First Republic Bank,0.082013
ED,Consolidated Edison Inc.,0.081157
AME,AMETEK Inc.,0.081097
KEYS,Keysight Technologies Inc,0.080272
CMI,Cummins Inc.,0.080236
FAST,Fastenal Company,0.079717
VRSK,Verisk Analytics Inc,0.079463
EQR,Equity Residential,0.07926
BLL,Ball Corporation,0.078895
WY,Weyerhaeuser Company,0.07878
HSY,Hershey Company,0.078643
EXPE,Expedia Group Inc.,0.077894
HAL,Halliburton Company,0.076987
WST,West Pharmaceutical Services Inc.,0.076885
WEC,WEC Energy Group Inc,0.076881
TWTR,Twitter Inc.,0.076717
KHC,Kraft Heinz Company,0.075999
ODFL,Old Dominion Freight Line Inc.,0.07596
ANSS,ANSYS Inc.,0.075773
CERN,Cerner Corporation,0.075638
WTW,Willis Towers Watson Public Limited Company,0.075426
OKE,ONEOK Inc.,0.075383
ES,Eversource Energy,0.075309
ANET,Arista Networks Inc.,0.074657
AWK,American Water Works Company Inc.,0.074141
ARE,Alexandria Real Estate Equities Inc.,0.073819
DHI,D.R. Horton Inc.,0.073737
TSN,Tyson Foods Inc. Class A,0.073209
EFX,Equifax Inc.,0.072279
LH,Laboratory Corporation of America Holdings,0.07226
LUV,Southwest Airlines Co.,0.072108
HES,Hess Corporation,0.072085
CPRT,Copart Inc.,0.071444
DAL,Delta Air Lines Inc.,0.070937
ZBH,Zimmer Biomet Holdings Inc.,0.070863
EXR,Extra Space Storage Inc.,0.069793
SWK,Stanley Black Decker Inc.,0.069651
BKR,Baker Hughes Company Class A,0.069144
RSG,Republic Services Inc.,0.067858
LYB,LyondellBasell Industries NV,0.067281
LEN,Lennar Corporation Class A,0.066275
CDW,CDW Corp.,0.064757
NTRS,Northern Trust Corporation,0.064714
MAA,Mid-America Apartment Communities Inc.,0.064703
VMC,Vulcan Materials Company,0.064614
MKC,McCormick Company Incorporated,0.064448
IT,Gartner Inc.,0.064385
CHD,Church Dwight Co. Inc.,0.064144
HIG,Hartford Financial Services Group Inc.,0.064048
FTV,Fortive Corp.,0.063406
MLM,Martin Marietta Materials Inc.,0.063285
SWKS,Skyworks Solutions Inc.,0.063025
DTE,DTE Energy Company,0.062711
KEY,KeyCorp,0.062577
SYF,Synchrony Financial,0.062137
PKI,PerkinElmer Inc.,0.061889
STE,STERIS Plc,0.061835
EIX,Edison International,0.061745
MTB,M T Bank Corporation,0.061718
DOV,Dover Corporation,0.061459
TSCO,Tractor Supply Company,0.061412
URI,United Rentals Inc.,0.061281
ZBRA,Zebra Technologies Corporation Class A,0.060981
RF,Regions Financial Corporation,0.060558
HBAN,Huntington Bancshares Incorporated,0.060348
FANG,Diamondback Energy Inc.,0.059832
EPAM,EPAM Systems Inc.,0.059739
FE,FirstEnergy Corp.,0.059588
ALB,Albemarle Corporation,0.059212
CFG,Citizens Financial Group Inc.,0.059098
AEE,Ameren Corporation,0.058947
HPE,Hewlett Packard Enterprise Co.,0.058347
VTR,Ventas Inc.,0.057161
STX,Seagate Technology Holdings PLC,0.056953
BBY,Best Buy Co. Inc.,0.056616
ESS,Essex Property Trust Inc.,0.056582
ETR,Entergy Corporation,0.056506
ABC,AmerisourceBergen Corporation,0.056272
ULTA,Ulta Beauty Inc,0.056167
GWW,W.W. Grainger Inc.,0.056153
VRSN,VeriSign Inc.,0.056125
IR,Ingersoll Rand Inc.,0.056038
RJF,Raymond James Financial Inc.,0.054624
SBNY,Signature Bank,0.054608
ENPH,Enphase Energy Inc.,0.05453
NDAQ,Nasdaq Inc.,0.054348
DRE,Duke Realty Corporation,0.054226
PPL,PPL Corporation,0.054191
COO,Cooper Companies Inc.,0.054086
TDY,Teledyne Technologies Incorporated,0.053744
MPWR,Monolithic Power Systems Inc.,0.053509
FLT,FLEETCOR Technologies Inc.,0.05348
WAT,Waters Corporation,0.052704
TER,Teradyne Inc.,0.052687
GNRC,Generac Holdings Inc.,0.052276
TTWO,Take-Two Interactive Software Inc.,0.052122
VFC,V.F. Corporation,0.051242
DRI,Darden Restaurants Inc.,0.050728
HOLX,Hologic Inc.,0.049725
CTRA,Coterra Energy Inc.,0.049649
CMS,CMS Energy Corporation,0.049503
RCL,Royal Caribbean Group,0.049332
CINF,Cincinnati Financial Corporation,0.049205
EXPD,Expeditors International of Washington Inc.,0.049033
NTAP,NetApp Inc.,0.048866
CZR,Caesars Entertainment Inc,0.048805
AMCR,Amcor PLC,0.048659
OMC,Omnicom Group Inc,0.048426
PARA,Paramount Global Class B,0.048372
CLX,Clorox Company,0.04836
WAB,Westinghouse Air Brake Technologies Corporation,0.048338
POOL,Pool Corporation,0.048062
TYL,Tyler Technologies Inc.,0.047808
GPC,Genuine Parts Company,0.047584
IP,International Paper Company,0.047488
MGM,MGM Resorts International,0.047256
KMX,CarMax Inc.,0.047103
PFG,Principal Financial Group Inc.,0.04702
BXP,Boston Properties Inc.,0.046848
TRMB,Trimble Inc.,0.046721
CF,CF Industries Holdings Inc.,0.046554
AKAM,Akamai Technologies Inc.,0.046524
MRO,Marathon Oil Corporation,0.046453
CTLT,Catalent Inc,0.046375
BR,Broadridge Financial Solutions Inc.,0.046353
VTRS,Viatris Inc.,0.04629
MOS,Mosaic Company,0.046256
CNP,CenterPoint Energy Inc.,0.045989
PEAK,Healthpeak Properties Inc.,0.045755
GRMN,Garmin Ltd.,0.045686
CAG,Conagra Brands Inc.,0.045299
CCL,Carnival Corporation,0.045265
LYV,Live Nation Entertainment Inc.,0.045003
ETSY,Etsy Inc.,0.044734
K,Kellogg Company,0.044532
TECH,Bio-Techne Corporation,0.044146
EMN,Eastman Chemical Company,0.043969
NVR,NVR Inc.,0.043893
JBHT,J.B. Hunt Transport Services Inc.,0.043685
WDC,Western Digital Corporation,0.043616
NLOK,NortonLifeLock Inc.,0.043549
DGX,Quest Diagnostics Incorporated,0.043482
UDR,UDR Inc.,0.043481
XYL,Xylem Inc.,0.043435
TFX,Teleflex Incorporated,0.043414
PAYC,Paycom Software Inc.,0.042875
TXT,Textron Inc.,0.042852
J,Jacobs Engineering Group Inc.,0.042741
BRO,Brown Brown Inc.,0.042492
DPZ,Domino s Pizza Inc.,0.042353
QRVO,Qorvo Inc.,0.041973
CE,Celanese Corporation,0.041942
PWR,Quanta Services Inc.,0.04164
CAH,Cardinal Health Inc.,0.041482
FDS,FactSet Research Systems Inc.,0.040916
FMC,FMC Corporation,0.04068
CRL,Charles River Laboratories International Inc.,0.040035
SJM,J.M. Smucker Company,0.039839
CEG,Constellation Energy Corporation,0.039709
AVY,Avery Dennison Corporation,0.039705
KIM,Kimco Realty Corporation,0.039661
LVS,Las Vegas Sands Corp.,0.039618
IEX,IDEX Corporation,0.039468
SEDG,SolarEdge Technologies Inc.,0.039391
MKTX,MarketAxess Holdings Inc.,0.039378
IPG,Interpublic Group of Companies Inc.,0.039144
UAL,United Airlines Holdings Inc.,0.038892
BBWI,Bath Body Works Inc.,0.038664
LNT,Alliant Energy Corp,0.038465
AES,AES Corporation,0.038317
ABMD,ABIOMED Inc.,0.038272
PKG,Packaging Corporation of America,0.038109
EVRG,Evergy Inc.,0.038104
MAS,Masco Corporation,0.037758
ATO,Atmos Energy Corporation,0.037627
LDOS,Leidos Holdings Inc.,0.036888
HRL,Hormel Foods Corporation,0.036581
HWM,Howmet Aerospace Inc.,0.036491
FOXA,Fox Corporation Class A,0.036353
IRM,Iron Mountain Inc.,0.036284
HST,Host Hotels Resorts Inc.,0.036112
RHI,Robert Half International Inc.,0.036
AAP,Advance Auto Parts Inc.,0.035414
BIO,Bio-Rad Laboratories Inc. Class A,0.035335
INCY,Incyte Corporation,0.035101
CHRW,C.H. Robinson Worldwide Inc.,0.034854
CTXS,Citrix Systems Inc.,0.034825
JKHY,Jack Henry Associates Inc.,0.034716
CBOE,Cboe Global Markets Inc,0.034369
LKQ,LKQ Corporation,0.034272
WHR,Whirlpool Corporation,0.033822
XRAY,DENTSPLY SIRONA Inc.,0.033797
WRB,W. R. Berkley Corporation,0.033783
CMA,Comerica Incorporated,0.03353
PHM,PulteGroup Inc.,0.033291
NDSN,Nordson Corporation,0.033182
L,Loews Corporation,0.033147
APA,APA Corp.,0.032991
HAS,Hasbro Inc.,0.032951
FFIV,F5 Inc.,0.032784
WRK,WestRock Company,0.032487
BF-B,Brown-Forman Corporation Class B,0.032429
FBHS,Fortune Brands Home Security Inc.,0.032254
HSIC,Henry Schein Inc.,0.03225
PTC,PTC Inc.,0.031978
RE,Everest Re Group Ltd.,0.031948
LNC,Lincoln National Corporation,0.031786
SNA,Snap-on Incorporated,0.030404
NI,NiSource Inc,0.030319
TPR,Tapestry Inc.,0.03015
AAL,American Airlines Group Inc.,0.030145
JNPR,Juniper Networks Inc.,0.030096
ZION,Zions Bancorporation N.A.,0.029518
UHS,Universal Health Services Inc. Class B,0.028135
REG,Regency Centers Corporation,0.027683
ALLE,Allegion PLC,0.027539
SEE,Sealed Air Corporation,0.027523
BWA,BorgWarner Inc.,0.027201
AIZ,Assurant Inc.,0.026464
CDAY,Ceridian HCM Holding Inc.,0.026249
PNR,Pentair plc,0.026214
NRG,NRG Energy Inc.,0.025867
TAP,Molson Coors Beverage Company Class B,0.025762
GL,Globe Life Inc.,0.025752
LW,Lamb Weston Holdings Inc.,0.025746
OGN,Organon Co.,0.025235
WYNN,Wynn Resorts Limited,0.025199
NWL,Newell Brands Inc,0.024989
AOS,A. O. Smith Corporation,0.024815
LUMN,Lumen Technologies Inc.,0.024682
CPB,Campbell Soup Company,0.024468
DXC,DXC Technology Co.,0.024278
PBCT,People s United Financial Inc.,0.023506
NWSA,News Corporation Class A,0.023358
PENN,Penn National Gaming Inc.,0.022728
FRT,Federal Realty Investment Trust,0.02259
DISCK,Discovery Inc. Class C,0.022234
BEN,Franklin Resources Inc.,0.02187
MHK,Mohawk Industries Inc.,0.021424
HII,Huntington Ingalls Industries Inc.,0.021172
PNW,Pinnacle West Capital Corporation,0.021024
DVA,DaVita Inc.,0.020739
DISH,DISH Network Corporation Class A,0.02018
IVZ,Invesco Ltd.,0.019726
NCLH,Norwegian Cruise Line Holdings Ltd.,0.0195
ROL,Rollins Inc.,0.019368
ALK,Alaska Air Group Inc.,0.019319
PVH,PVH Corp.,0.019129
VNO,Vornado Realty Trust,0.018391
RL,Ralph Lauren Corporation Class A,0.017203
NLSN,Nielsen Holdings Plc,0.016695
FOX,Fox Corporation Class B,0.015192
IPGP,IPG Photonics Corporation,0.013295
DISCA,Discovery Inc. Class A,0.012427
UAA,Under Armour Inc. Class A,0.008951
UA,Under Armour Inc. Class C,0.008055
NWS,News Corporation Class B,0.007366
